TreeN	Species	Family	DBH	LogDBH	Locality	Dataset	Genus
WP5B1130	Xanthophyllum.papuanum	Polygalaceae	32	1.505149978	WP	1	Xanthophyllum
WP5B1131	Cerbera.floribunda	Apocynaceae	18.1	1.257678575	WP	1	Cerbera
WP5B1132	Horsfieldia.basifissa	Myristicaceae	12.8	1.10720997	WP	1	Horsfieldia
WP5B1133	Horsfieldia.basifissa	Myristicaceae	8.6	0.934498451	WP	1	Horsfieldia
WP5B1134	Ficus.hombroniana	Moraceae	13.2	1.120573931	WP	1	Ficus
WP5B1348	Omphalea.papuana	Euphorbiaceae	6.2	0.792391689	WP	1	Omphalea
WP5B1349	Pimelodendron.amboinicum	Euphorbiaceae	15.5	1.190331698	WP	1	Pimelodendron
WP5B1350	Gnetum.latifolium	Gnetaceae	5.2	0.716003344	WP	1	Gnetum
WP5B1351	Merrilliodendron.megacarpum	Icacinaceae	5.4	0.73239376	WP	1	Merrilliodendron
WP5B1352	Sterculia.schumanniana	Malvaceae	5.9	0.770852012	WP	1	Sterculia
WP5B1353	Phyllanthus.clamboides	Phyllanthaceae	5	0.698970004	WP	1	Phyllanthus
WP5C1098	Neonauclea.obversifolia	Rubiaceae	59	1.770852012	WP	1	Neonauclea
WP5C1099	Sterculia.schumanniana	Malvaceae	8.5	0.929418926	WP	1	Sterculia
WP5C1100	Ficus.hombroniana	Moraceae	10.6	1.025305865	WP	1	Ficus
WP5C1135	Dysoxylum.richardianum	Meliaceae	11.1	1.045322979	WP	1	Dysoxylum
WP5C1136	Erythrospermum.candidum	Salicaceae	9.3	0.968482949	WP	1	Erythrospermum
WP5C1137	Syzygium.gonatanthum	Myrtaceae	10	1	WP	1	Syzygium
WP5C1138	Horsfieldia.basifissa	Myristicaceae	7.4	0.86923172	WP	1	Horsfieldia
WP5C1139	Horsfieldia.basifissa	Myristicaceae	15.1	1.178976947	WP	1	Horsfieldia
WP5C1140	Mastixiodendron.pachyclados	Rubiaceae	6.7	0.826074803	WP	1	Mastixiodendron
WP5C1141	Horsfieldia.basifissa	Myristicaceae	7.8	0.892094603	WP	1	Horsfieldia
WP5C1142	Teijsmanniodendron.bogoriense	Lamiaceae	10	1	WP	1	Teijsmanniodendron
WP5C1143	Horsfieldia.basifissa	Myristicaceae	10.3	1.012837225	WP	1	Horsfieldia
WP5C1144	Dendrocnide.longifolia	Urticaceae	7.2	0.857332496	WP	1	Dendrocnide
WP5C1145	Endocomia.macrocoma	Myristicaceae	5.4	0.73239376	WP	1	Endocomia
WP5C1146	Dracaena.angustifolia	Asparagaceae	6.5	0.812913357	WP	1	Dracaena
WP5C1147	Teijsmanniodendron.bogoriense	Lamiaceae	38.3	1.583198774	WP	1	Teijsmanniodendron
WP5C1148	Myristica.globosa	Myristicaceae	9.8	0.991226076	WP	1	Myristica
WP5C1149	Palaquium.morobense	Sapotaceae	33.2	1.521138084	WP	1	Palaquium
WP5C1150	Entada.phaseoloides	Fabaceae	11.3	1.053078443	WP	1	Entada
WP5C1151	Litsea.timoriana	Lauraceae	5.9	0.770852012	WP	1	Litsea
WP5C1152	Pangium.edule	Achariaceae	32.5	1.511883361	WP	1	Pangium
WP5C1153	Horsfieldia.basifissa	Myristicaceae	6	0.77815125	WP	1	Horsfieldia
WP5C1154	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP5C1155	Horsfieldia.basifissa	Myristicaceae	15.6	1.193124598	WP	1	Horsfieldia
WP5C1156	Horsfieldia.basifissa	Myristicaceae	7.1	0.851258349	WP	1	Horsfieldia
WP5C1157	Teijsmanniodendron.bogoriense	Lamiaceae	8.8	0.944482672	WP	1	Teijsmanniodendron
WP5C1158	Prainea.papuana	Moraceae	10.2	1.008600172	WP	1	Prainea
WP5C1159	Merrilliodendron.megacarpum	Icacinaceae	14	1.146128036	WP	1	Merrilliodendron
WP5C1160	Mastixiodendron.pachyclados	Rubiaceae	15.2	1.181843588	WP	1	Mastixiodendron
WP5C1161	Litsea.timoriana	Lauraceae	5.6	0.748188027	WP	1	Litsea
WP5C1162	Horsfieldia.basifissa	Myristicaceae	13.2	1.120573931	WP	1	Horsfieldia
WP5C1163	Litsea.collina	Lauraceae	5.6	0.748188027	WP	1	Litsea
WP5C1164	Pometia.pinnata	Sapindaceae	19.6	1.292256071	WP	1	Pometia
WP5C1165	Aglaia.sp.	Meliaceae	7.5	0.875061263	WP	1	Aglaia
WP5C1245	Microcos.grandiflora	Malvaceae	28.5	1.45484486	WP	1	Microcos
WP5C1246	Pangium.edule	Achariaceae	30.9	1.489958479	WP	1	Pangium
WP5C1247	Dysoxylum.arborescens	Meliaceae	12.1	1.08278537	WP	1	Dysoxylum
WP5C1248	Pimelodendron.amboinicum	Euphorbiaceae	12.6	1.100370545	WP	1	Pimelodendron
WP5C1249	Horsfieldia.basifissa	Myristicaceae	11.5	1.06069784	WP	1	Horsfieldia
WP5C1250	Teijsmanniodendron.bogoriense	Lamiaceae	41.7	1.620136055	WP	1	Teijsmanniodendron
WP5C1354	Maniltoa.lenticellata	Fabaceae	6.2	0.792391689	WP	1	Maniltoa
WP5C1355	Tabernaemontana.orientalis	Apocynaceae	5.1	0.707570176	WP	1	Tabernaemontana
WP5C1356	Mastixiodendron.pachyclados	Rubiaceae	5	0.698970004	WP	1	Mastixiodendron
WP5C1357	Ficus.gul	Moraceae	5.5	0.740362689	WP	1	Ficus
WP5C1358	Litsea.timoriana	Lauraceae	5	0.698970004	WP	1	Litsea
WP5C1359	Pimelodendron.amboinicum	Euphorbiaceae	8.3	0.919078092	WP	1	Pimelodendron
WP5D1166	Endiandra.squarrosa	Lauraceae	8	0.903089987	WP	1	Endiandra
WP5D1167	Teijsmanniodendron.bogoriense	Lamiaceae	6	0.77815125	WP	1	Teijsmanniodendron
WP5D1168	Teijsmanniodendron.bogoriense	Lamiaceae	15.4	1.187520721	WP	1	Teijsmanniodendron
WP5D1169	Gymnacranthera.paniculata	Myristicaceae	7.5	0.875061263	WP	1	Gymnacranthera
WP5D1170	Erythrospermum.candidum	Salicaceae	6.1	0.785329835	WP	1	Erythrospermum
WP5D1171	Osmoxylon.novo-guineense	Araliaceae	9	0.954242509	WP	1	Osmoxylon
WP5D1172	Mastixiodendron.pachyclados	Rubiaceae	17.1	1.23299611	WP	1	Mastixiodendron
WP5D1173	Gnetum.gnemonoides	Gnetaceae	6.2	0.792391689	WP	1	Gnetum
WP5D1174	Gymnacranthera.paniculata	Myristicaceae	7.3	0.86332286	WP	1	Gymnacranthera
WP5D1175	Terminalia.kaernbachii	Combretaceae	9.3	0.968482949	WP	1	Terminalia
WP5D1176	Chisocheton.trichocladus	Meliaceae	7.8	0.892094603	WP	1	Chisocheton
WP5D1177	Mastixiodendron.pachyclados	Rubiaceae	6.5	0.812913357	WP	1	Mastixiodendron
WP5D1178	Mastixiodendron.pachyclados	Rubiaceae	7.1	0.851258349	WP	1	Mastixiodendron
WP5D1179	Teijsmanniodendron.bogoriense	Lamiaceae	9.5	0.977723605	WP	1	Teijsmanniodendron
WP5D1180	Pimelodendron.amboinicum	Euphorbiaceae	6.2	0.792391689	WP	1	Pimelodendron
WP5D1181	Aglaia.lepiorrhachis	Meliaceae	13.4	1.127104798	WP	1	Aglaia
WP5D1182	Archidendron.ptenopum	Fabaceae	12.2	1.086359831	WP	1	Archidendron
WP5D1183	Terminalia.complanata	Combretaceae	15.7	1.195899652	WP	1	Terminalia
WP5D1184	Pimelodendron.amboinicum	Euphorbiaceae	16.6	1.220108088	WP	1	Pimelodendron
WP5D1185	Mastixiodendron.pachyclados	Rubiaceae	45	1.653212514	WP	1	Mastixiodendron
WP5D1186	Maclura.amboinensis	Moraceae	7.2	0.857332496	WP	1	Maclura
WP5D1187	Endocomia.macrocoma	Myristicaceae	6.5	0.812913357	WP	1	Endocomia
WP5D1188	Gymnacranthera.paniculata	Myristicaceae	5.2	0.716003344	WP	1	Gymnacranthera
WP5D1189	Guioa.comesperma	Sapindaceae	10.5	1.021189299	WP	1	Guioa
WP5D1190	Horsfieldia.basifissa	Myristicaceae	5.3	0.72427587	WP	1	Horsfieldia
WP5D1191	Teijsmanniodendron.bogoriense	Lamiaceae	6	0.77815125	WP	1	Teijsmanniodendron
WP5D1215	Guioa.comesperma	Sapindaceae	7.6	0.880813592	WP	1	Guioa
WP5D1216	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP5D1217	Canarium.indicum	Burseraceae	29.3	1.46686762	WP	1	Canarium
WP5D1218	Litsea.timoriana	Lauraceae	7.2	0.857332496	WP	1	Litsea
WP5D1219	Mastixiodendron.pachyclados	Rubiaceae	11.9	1.075546961	WP	1	Mastixiodendron
WP5D1220	Xanthophyllum.papuanum	Polygalaceae	9.6	0.982271233	WP	1	Xanthophyllum
WP5D1221	Chisocheton.ceramicus	Meliaceae	24.8	1.394451681	WP	1	Chisocheton
WP5D1222	Sterculia.schumanniana	Malvaceae	27.4	1.437750563	WP	1	Sterculia
WP5D1223	Teijsmanniodendron.bogoriense	Lamiaceae	12	1.079181246	WP	1	Teijsmanniodendron
WP5D1224	Alstonia.scholaris	Apocynaceae	11.7	1.068185862	WP	1	Alstonia
WP5D1225	Aglaia.sp.	Meliaceae	NA	NA	WP	1	Aglaia
WP5D1226	Pangium.edule	Achariaceae	8.6	0.934498451	WP	1	Pangium
WP5D1227	Myristica.fatua	Myristicaceae	8.2	0.913813852	WP	1	Myristica
WP5D1228	Ficus.congesta	Moraceae	5	0.698970004	WP	1	Ficus
WP5D1229	Gymnacranthera.paniculata	Myristicaceae	10.2	1.008600172	WP	1	Gymnacranthera
WP5D1230	Pimelodendron.amboinicum	Euphorbiaceae	13.2	1.120573931	WP	1	Pimelodendron
WP5D1231	Litsea.timoriana	Lauraceae	7.2	0.857332496	WP	1	Litsea
WP5D1232	Pometia.pinnata	Sapindaceae	40.8	1.610660163	WP	1	Pometia
WP5D1233	Lagerstroemia.archeriana	Lythraceae	5.5	0.740362689	WP	1	Lagerstroemia
WP5D1234	Cryptocarya.mackinnoniana	Lauraceae	32	1.505149978	WP	1	Cryptocarya
WP5D1235	Horsfieldia.basifissa	Myristicaceae	14.6	1.164352856	WP	1	Horsfieldia
WP5D1236	Chisocheton.ceramicus	Meliaceae	6.4	0.806179974	WP	1	Chisocheton
WP5D1237	Macaranga.punctata	Euphorbiaceae	10.5	1.021189299	WP	1	Macaranga
WP5D1238	Mastixiodendron.pachyclados	Rubiaceae	10	1	WP	1	Mastixiodendron
WP5D1239	Pometia.pinnata	Sapindaceae	29.3	1.46686762	WP	1	Pometia
WP5D1240	Dysoxylum.arborescens	Meliaceae	7.9	0.897627091	WP	1	Dysoxylum
WP5D1241	Mastixiodendron.pachyclados	Rubiaceae	8.6	0.934498451	WP	1	Mastixiodendron
WP5D1242	Gnetum.gnemonoides	Gnetaceae	5.9	0.770852012	WP	1	Gnetum
WP5D1243	Microcos.argentata	Malvaceae	5.5	0.740362689	WP	1	Microcos
WP5D1244	Polyalthia.sp..1	Annonaceae	36.3	1.559906625	WP	1	Polyalthia
WP5D1360	Harpullia.arborea	Sapindaceae	8.4	0.924279286	WP	1	Harpullia
WP5D1361	Horsfieldia.basifissa	Myristicaceae	5.4	0.73239376	WP	1	Horsfieldia
WP5D1362	Medusanthera.laxiflora	Stemonuraceae	5	0.698970004	WP	1	Medusanthera
WP5E1192	Horsfieldia.basifissa	Myristicaceae	7.8	0.892094603	WP	1	Horsfieldia
WP5E1193	Horsfieldia.basifissa	Myristicaceae	6.5	0.812913357	WP	1	Horsfieldia
WP5E1194	Mastixiodendron.pachyclados	Rubiaceae	7.5	0.875061263	WP	1	Mastixiodendron
WP5E1195	Ficus.wassa	Moraceae	5.7	0.755874856	WP	1	Ficus
WP5E1196	Terminalia.kaernbachii	Combretaceae	29.1	1.463892989	WP	1	Terminalia
WP5E1197	Aglaia.lepiorrhachis	Meliaceae	13.5	1.130333768	WP	1	Aglaia
WP5E1198	Artocarpus.sp.	Moraceae	5.1	0.707570176	WP	1	Artocarpus
WP5E1199	Omphalea.papuana	Euphorbiaceae	6.2	0.792391689	WP	1	Omphalea
WP5E1200	Harpullia.longipetala	Sapindaceae	NA	NA	WP	1	Harpullia
WP5E1201	Terminalia.complanata	Combretaceae	12.5	1.096910013	WP	1	Terminalia
WP5E1202	Pangium.edule	Achariaceae	6.8	0.832508913	WP	1	Pangium
WP5E1203	Freycinetia.kanehirae	Pandanaceae	8.8	0.944482672	WP	1	Freycinetia
WP5E1204	Pisonia.longirostris	Nyctaginaceae	7.2	0.857332496	WP	1	Pisonia
WP5E1205	Teijsmanniodendron.bogoriense	Lamiaceae	8.5	0.929418926	WP	1	Teijsmanniodendron
WP5E1206	Pimelodendron.amboinicum	Euphorbiaceae	13.3	1.123851641	WP	1	Pimelodendron
WP5E1207	Uncaria.appendiculata	Rubiaceae	9.5	0.977723605	WP	1	Uncaria
WP5E1208	Mastixiodendron.pachyclados	Rubiaceae	56.7	1.753583059	WP	1	Mastixiodendron
WP5E1209	Horsfieldia.basifissa	Myristicaceae	16.1	1.206825876	WP	1	Horsfieldia
WP5E1210	Teijsmanniodendron.bogoriense	Lamiaceae	21.8	1.338456494	WP	1	Teijsmanniodendron
WP5E1211	Myristica.globosa	Myristicaceae	6.5	0.812913357	WP	1	Myristica
WP5E1212	Abrus.precatorius	Fabaceae	17.7	1.247973266	WP	1	Abrus
WP5E1213	Ficus.hombroniana	Moraceae	32.5	1.511883361	WP	1	Ficus
WP5E1214	Horsfieldia.basifissa	Myristicaceae	9.7	0.986771734	WP	1	Horsfieldia
WP5E1251	Horsfieldia.basifissa	Myristicaceae	13	1.113943352	WP	1	Horsfieldia
WP5E1252	Gen?.sp.	Fam?	NA	NA	WP	1	Gen?
WP5E1253	Gymnacranthera.paniculata	Myristicaceae	8.9	0.949390007	WP	1	Gymnacranthera
WP5E1254	Pterocymbium.beccarii	Malvaceae	18.7	1.271841607	WP	1	Pterocymbium
WP5E1255	Gymnacranthera.paniculata	Myristicaceae	9.7	0.986771734	WP	1	Gymnacranthera
WP5E1256	Horsfieldia.basifissa	Myristicaceae	14.4	1.158362492	WP	1	Horsfieldia
WP5E1257	Gymnacranthera.paniculata	Myristicaceae	5.6	0.748188027	WP	1	Gymnacranthera
WP5E1258	Mischocarpus.largifolius	Sapindaceae	12.9	1.11058971	WP	1	Mischocarpus
WP5E1259	Teijsmanniodendron.bogoriense	Lamiaceae	18	1.255272505	WP	1	Teijsmanniodendron
WP5E1260	Horsfieldia.basifissa	Myristicaceae	20.6	1.31386722	WP	1	Horsfieldia
WP5E1261	Celtis.latifolia	Cannabaceae	5	0.698970004	WP	1	Celtis
WP5E1262	Pometia.pinnata	Sapindaceae	32.1	1.506505032	WP	1	Pometia
WP5E1263	Gnetum.gnemonoides	Gnetaceae	12.6	1.100370545	WP	1	Gnetum
WP5E1264	Dictyoneura.obtusa	Sapindaceae	14.2	1.152288344	WP	1	Dictyoneura
WP5E1265	Pangium.edule	Achariaceae	15.4	1.187520721	WP	1	Pangium
WP5E1266	Teijsmanniodendron.bogoriense	Lamiaceae	7.4	0.86923172	WP	1	Teijsmanniodendron
WP5E1267	Gymnacranthera.paniculata	Myristicaceae	11	1.041392685	WP	1	Gymnacranthera
WP5E1268	Aporosa.papuana	Phyllanthaceae	7.8	0.892094603	WP	1	Aporosa
WP5E1269	Gymnacranthera.paniculata	Myristicaceae	10.2	1.008600172	WP	1	Gymnacranthera
WP5E1270	Litsea.timoriana	Lauraceae	7.7	0.886490725	WP	1	Litsea
WP5E1271	Pometia.pinnata	Sapindaceae	44.3	1.646403726	WP	1	Pometia
WP5E1272	Horsfieldia.basifissa	Myristicaceae	5.7	0.755874856	WP	1	Horsfieldia
WP5E1273	Cinnamomum.grandiflorum	Lauraceae	20.9	1.320146286	WP	1	Cinnamomum
WP5E1274	Mastixiodendron.pachyclados	Rubiaceae	15.1	1.178976947	WP	1	Mastixiodendron
WP5E1275	Gymnacranthera.paniculata	Myristicaceae	6	0.77815125	WP	1	Gymnacranthera
WP5E1276	Litsea.timoriana	Lauraceae	7	0.84509804	WP	1	Litsea
WP5E1277	Ziziphus.angustifolia	Rhamnaceae	7.7	0.886490725	WP	1	Ziziphus
WP5E1278	Teijsmanniodendron.bogoriense	Lamiaceae	19	1.278753601	WP	1	Teijsmanniodendron
WP5E1279	Mallotus.chromocarpus	Euphorbiaceae	11.5	1.06069784	WP	1	Mallotus
WP5E1280	Pouteria.sp.	Sapotaceae	NA	NA	WP	1	Pouteria
WP5E1363	Gymnacranthera.paniculata	Myristicaceae	5.8	0.763427994	WP	1	Gymnacranthera
WP5E1364	Pometia.pinnata	Sapindaceae	6.4	0.806179974	WP	1	Pometia
WP5E1365	Dysoxylum.richardianum	Meliaceae	6.1	0.785329835	WP	1	Dysoxylum
WP5E1366	Gnetum.gnemon	Gnetaceae	5.3	0.72427587	WP	1	Gnetum
WP5E1367	Pometia.pinnata	Sapindaceae	6.5	0.812913357	WP	1	Pometia
WP5E1368	Rourea.minor	Connaraceae	5.4	0.73239376	WP	1	Rourea
WP5E1369	Tetrastigma.lauterbachianum	Vitaceae	6	0.77815125	WP	1	Tetrastigma
WP5E1374	Mastixiodendron.pachyclados	Rubiaceae	NA	NA	WP	1	Mastixiodendron
