plant	herbivore	parasitoid
LIT	TORT067	0
BAR	GEOM154	0
BER	LIMA029	0
MAU	PTER005	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
DAM	CRAM016	0
DAM	CRAM003	0
MAF	GEOM006	0
MAF	GEOM006	0
MAF	GEOM006	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
COP	TORT006	0
COP	TORT006	0
HIS	CHOR011	0
HIS	CHOR011	0
HIS	CHOR011	0
HIS	CHOR011	0
HIS	CHOR011	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
MAU	TORT022	0
HIS	TORT034	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
MAU	CHOR008	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
PHA	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
CON	TORT012	0
PAR	TORT012	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAU	XXXX048	0
MAU	XXXX048	0
MAA	XXXX048	0
MAF	XXXX021	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	NYMP002	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT009	0
PAR	NOCT004	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
BER	CHOR001	0
BER	CHOR001	0
BER	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
PAR	NOCT009	0
PAR	NOCT004	0
PAR	NOCT004	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
PAR	NOCT010	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
PAR	TORT012	0
PAR	TORT012	0
PAR	TORT012	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
MAA	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAA	XXXX048	0
MAF	XXXX048	0
MAF	XXXX048	0
MAF	XXXX048	0
MAF	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
BER	TORT005	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAF	GEOM006	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
PHA	NYMP002	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT004	0
CON	NYMP001	0
MAF	GEOM151	0
MAF	PYRA002	0
MAA	GEOM157	0
MAA	LYMA007	0
PUN	LYCA001	0
MAU	LYCA006	0
MAA	LYCA006	0
MAF	XXXX068	0
HIS	CRAM003	0
COP	CRAM005	0
COP	CRAM005	0
COP	CRAM009	0
COP	TORT006	0
PUN	TORT012	0
CON	TORT005	0
PHA	TORT005	0
PUN	CHOR014	0
PAR	CHOR011	0
MAQ	TORT062	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
HIS	CHOR011	0
HIS	CHOR011	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PUN	CHOR014	0
PAR	CHOR011	0
COP	TORT006	0
COP	TORT006	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
COP	CHOR001	0
COP	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAA	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
PHA	CHOR001	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAF	XXXX068	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
CON	TORT005	0
CON	TORT005	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX048	0
MAA	XXXX048	0
MAF	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
CON	CRAM003	0
CON	CRAM003	0
CON	CRAM003	0
CON	CRAM003	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	NOCT010	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
BER	LIMA029	0
BER	LIMA029	0
PUN	CHOR014	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
CON	TORT005	0
CON	TORT005	0
COP	TORT005	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
COP	TORT006	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
BER	TORT005	0
BER	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
PAR	TORT005	0
CON	TORT005	0
PAR	TORT005	0
BER	TORT005	0
BER	TORT005	0
PAR	TORT005	0
CON	TORT005	0
BER	TORT005	0
DAM	TORT005	0
BER	TORT005	0
BER	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
DAM	GEOM024	0
COP	TORT081	0
MAA	TORT095	0
MAA	XXXX021	0
PUN	CHOR014	0
MAA	TORT131	0
PHA	CHOR001	0
PHA	CHOR001	0
PHA	CHOR001	0
CON	LYMA038	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
MAA	LYCA006	0
MAA	LYCA006	0
MAU	LYCA006	0
MAA	LYCA006	0
MAU	LYCA006	0
MAF	LYCA006	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAQ	THYR003	0
MAU	LYMA039	0
PHA	LIMA030	0
MAP	GEOM151	0
MAQ	TORT062	0
MAQ	TORT062	0
PUN	CHOR002	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAQ	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	CHOR008	0
MAP	XXXX120	0
MAQ	XXXX120	0
MAQ	XXXX120	0
MAP	XXXX068	0
MAP	XXXX068	0
MAF	XXXX136	0
MAA	XXXX021	0
MAF	XXXX021	0
CON	GEOM051	0
MAA	TORT131	0
COP	TORT022	0
PAR	CHOR011	0
PAR	CHOR011	0
CON	TORT008	0
PHA	TORT131	0
DAM	TORT008	0
PUN	TORT008	0
PAR	TORT085	0
HIS	NOCT004	0
HIS	NOCT004	0
HIS	NOCT004	0
PAR	NOCT004	0
HIS	TORT037	0
MAF	TORT008	0
DAM	TORT022	0
MAF	TORT022	0
CON	CHOR002	0
COP	TORT005	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
MAF	XXXX021	0
MAF	XXXX021	0
COP	CHOR001	0
COP	CHOR001	0
PUN	CHOR002	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
HIS	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
CON	CHOR001	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
HIS	CHOR002	0
PHA	TORT005	0
PHA	TORT005	0
HIS	CHOR002	0
HIS	CHOR002	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
COP	CHOR001	0
PHA	TORT005	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
HIS	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAF	PYRA002	0
MAF	PYRA002	0
PAR	NOCT099	0
DAM	CRAM003	0
CON	CRAM003	0
DAM	CRAM003	0
MAF	NOCT020	0
BER	CRAM005	0
DAM	CRAM016	0
MAF	XXXX068	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
HIS	TORT005	0
HIS	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
PHA	TORT005	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
HIS	LYCA001	0
PUN	LYCA001	0
PUN	LYCA001	0
BER	LYCA001	0
BER	LYCA001	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAF	TORT062	0
MAA	TORT062	0
MAP	CHOR008	0
